site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
CHIT 03FEB25 2003.1513 52695 1207 2   91.8  -1080 -0.240163   2485326  0.166181   -26 -0.069860  0.0000 0.001282 0.001187 0.005919  0.034267  0.123751 -0.165193  22.4653128551 -268.2104957284   -26.06986
CHIT 03FEB26 2003.1540 52696 1207 3   91.8  -1080 -0.239745   2485326  0.166026   -26 -0.058332  0.0000 0.000970 0.000889 0.004174  0.074221  0.009012 -0.149680  22.4653128537 -268.2104957243   -26.05833
CHIT 03FEB27 2003.1567 52697 1207 4   91.8  -1080 -0.239575   2485326  0.165865   -26 -0.075674  0.0000 0.000967 0.000902 0.004071  0.036320 -0.000289 -0.127566  22.4653128522 -268.2104957227   -26.07567
CHIT 03FEB28 2003.1595 52698 1207 5   91.8  -1080 -0.240855   2485326  0.164385   -26 -0.058983  0.0000 0.000947 0.000856 0.003986  0.057679  0.017975 -0.128317  22.4653128389 -268.2104957351   -26.05898
CHIT 03MAR01 2003.1622 52699 1207 6   91.8  -1080 -0.237433   2485326  0.167685   -26 -0.066215  0.0000 0.000943 0.000855 0.004057  0.048172 -0.032835 -0.168113  22.4653128687 -268.2104957019   -26.06622
CHIT 03MAR02 2003.1650 52700 1208 0   91.8  -1080 -0.236777   2485326  0.164099   -26 -0.062623  0.0000 0.000967 0.000889 0.004204  0.053681 -0.053546 -0.117235  22.4653128363 -268.2104956955   -26.06262
CHIT 03MAR03 2003.1677 52701 1208 1   91.8  -1080 -0.237849   2485326  0.169214   -26 -0.069258  0.0000 0.000923 0.000848 0.003853  0.050448  0.034244 -0.116672  22.4653128825 -268.2104957059   -26.06926
CHIT 03MAR04 2003.1704 52702 1208 2   91.8  -1080 -0.238680   2485326  0.165977   -26 -0.069979  0.0000 0.000919 0.000877 0.003911  0.072165 -0.000652 -0.111074  22.4653128533 -268.2104957140   -26.06998
CHIT 03MAR05 2003.1732 52703 1208 3   91.8  -1080 -0.239662   2485326  0.167065   -26 -0.061911  0.0000 0.000923 0.000852 0.003875  0.089554 -0.021131 -0.136739  22.4653128631 -268.2104957235   -26.06191
CHIT 03MAR06 2003.1759 52704 1208 4   91.8  -1080 -0.240102   2485326  0.166759   -26 -0.064510  0.0000 0.000915 0.000827 0.003849  0.038153 -0.033351 -0.161689  22.4653128603 -268.2104957278   -26.06451
CHIT 03MAR07 2003.1786 52705 1208 5   91.8  -1080 -0.239855   2485326  0.166618   -26 -0.067365  0.0000 0.000934 0.000883 0.004006  0.042427 -0.000708 -0.186653  22.4653128590 -268.2104957254   -26.06737
CHIT 03MAR08 2003.1814 52706 1208 6   91.8  -1080 -0.238920   2485326  0.165285   -26 -0.069127  0.0000 0.000951 0.000880 0.003963  0.052098 -0.008083 -0.187437  22.4653128470 -268.2104957163   -26.06913
CHIT 03MAR09 2003.1841 52707 1209 0   91.8  -1080 -0.236472   2485326  0.168166   -26 -0.059517  0.0000 0.000983 0.000861 0.003978  0.084534 -0.095496 -0.118856  22.4653128730 -268.2104956925   -26.05952
CHIT 03MAR10 2003.1869 52708 1209 1   91.8  -1080 -0.237976   2485326  0.164478   -26 -0.069486  0.0000 0.001017 0.000900 0.004207  0.045999 -0.111839 -0.112439  22.4653128397 -268.2104957071   -26.06949
CHIT 03MAR11 2003.1896 52709 1209 2   91.8  -1080 -0.238796   2485326  0.169218   -26 -0.070220  0.0000 0.000907 0.000847 0.003752  0.057973 -0.008683 -0.116261  22.4653128825 -268.2104957151   -26.07022
CHIT 03MAR12 2003.1923 52710 1209 3   91.8  -1080 -0.237991   2485326  0.166715   -26 -0.065702  0.0000 0.001038 0.000918 0.004352  0.060474 -0.099706 -0.125977  22.4653128599 -268.2104957073   -26.06570
CHIT 03MAR13 2003.1951 52711 1209 4   91.8  -1080 -0.236792   2485326  0.165758   -26 -0.067323  0.0000 0.001001 0.000888 0.004177  0.122606 -0.010075 -0.154481  22.4653128513 -268.2104956956   -26.06732
CHIT 03MAR14 2003.1978 52712 1209 5   91.8  -1080 -0.237375   2485326  0.167670   -26 -0.072468  0.0000 0.001010 0.000893 0.004393  0.086979 -0.079991 -0.201135  22.4653128685 -268.2104957013   -26.07247
CHIT 03MAR15 2003.2005 52713 1209 6   91.8  -1080 -0.241442   2485326  0.163237   -26 -0.057603  0.0000 0.001023 0.000967 0.004484  0.118406 -0.016854 -0.124374  22.4653128285 -268.2104957408   -26.05760
CHIT 03MAR16 2003.2033 52714 1210 0   91.8  -1080 -0.238989   2485326  0.164649   -26 -0.062230  0.0000 0.000975 0.000915 0.004273  0.049235 -0.009863 -0.143069  22.4653128413 -268.2104957170   -26.06223
CHIT 03MAR17 2003.2060 52715 1210 1   91.8  -1080 -0.241802   2485326  0.167589   -26 -0.060417  0.0000 0.000950 0.000860 0.003983  0.077965 -0.021029 -0.146538  22.4653128678 -268.2104957443   -26.06042
CHIT 03MAR18 2003.2088 52716 1210 2   91.8  -1080 -0.239556   2485326  0.166815   -26 -0.071939  0.0000 0.000967 0.000866 0.004067  0.071766  0.015452 -0.160176  22.4653128608 -268.2104957225   -26.07194
CHIT 03MAR19 2003.2115 52717 1210 3   91.8  -1080 -0.238210   2485326  0.168102   -26 -0.065571  0.0000 0.000964 0.000856 0.003911  0.135726 -0.037949 -0.156265  22.4653128724 -268.2104957094   -26.06557
CHIT 03MAR20 2003.2142 52718 1210 4   91.8  -1080 -0.240273   2485326  0.168224   -26 -0.068393  0.0000 0.000916 0.000877 0.004025  0.052440 -0.025247 -0.138932  22.4653128735 -268.2104957295   -26.06839
CHIT 03MAR21 2003.2170 52719 1210 5   91.8  -1080 -0.237692   2485326  0.166513   -26 -0.071459  0.0000 0.000968 0.000882 0.004167  0.087950 -0.071007 -0.116038  22.4653128581 -268.2104957044   -26.07146
CHIT 03MAR22 2003.2197 52720 1210 6   91.8  -1080 -0.242073   2485326  0.167865   -26 -0.066998  0.0000 0.000972 0.000865 0.004052  0.071373 -0.058900 -0.129221  22.4653128703 -268.2104957469   -26.06700
CHIT 03MAR23 2003.2225 52721 1211 0   91.8  -1080 -0.239687   2485326  0.167728   -26 -0.060960  0.0000 0.000950 0.000876 0.003939  0.110404 -0.026505 -0.119107  22.4653128691 -268.2104957238   -26.06096
CHIT 03MAR24 2003.2252 52722 1211 1   91.8  -1080 -0.238762   2485326  0.165960   -26 -0.061610  0.0000 0.000943 0.000871 0.004028  0.062875 -0.038575 -0.115496  22.4653128531 -268.2104957148   -26.06161
CHIT 03MAR25 2003.2279 52723 1211 2   91.8  -1080 -0.237719   2485326  0.166162   -26 -0.075971  0.0000 0.000978 0.000888 0.004234  0.062521 -0.079523 -0.114498  22.4653128549 -268.2104957046   -26.07597
CHIT 03MAR26 2003.2307 52724 1211 3   91.8  -1080 -0.239286   2485326  0.167718   -26 -0.071179  0.0000 0.000954 0.000847 0.003992  0.071842 -0.045542 -0.129932  22.4653128690 -268.2104957199   -26.07118
CHIT 03MAR27 2003.2334 52725 1211 4   91.8  -1080 -0.240264   2485326  0.170818   -26 -0.060072  0.0000 0.001014 0.000910 0.004383  0.077369 -0.084858 -0.099553  22.4653128970 -268.2104957294   -26.06007
CHIT 03MAR28 2003.2361 52726 1211 5   91.8  -1080 -0.239356   2485326  0.169900   -26 -0.058157  0.0000 0.000991 0.000889 0.004246  0.090117 -0.115318 -0.144208  22.4653128887 -268.2104957205   -26.05816
CHIT 03MAR29 2003.2389 52727 1211 6   91.8  -1080 -0.237270   2485326  0.166551   -26 -0.054782  0.0000 0.000984 0.000883 0.004131  0.087088 -0.084468 -0.123791  22.4653128584 -268.2104957003   -26.05478
CHIT 03MAR30 2003.2416 52728 1212 0   91.8  -1080 -0.238470   2485326  0.166300   -26 -0.063362  0.0000 0.001018 0.000920 0.004449  0.034037 -0.028222 -0.184673  22.4653128562 -268.2104957119   -26.06336
CHIT 03MAR31 2003.2444 52729 1212 1   91.8  -1080 -0.236915   2485326  0.166476   -26 -0.071399  0.0000 0.001044 0.000973 0.004535  0.079228 -0.015831 -0.090492  22.4653128578 -268.2104956968   -26.07140
CHIT 03APR01 2003.2471 52730 1212 2   91.8  -1080 -0.235835   2485326  0.166723   -26 -0.070233  0.0000 0.000985 0.000902 0.004169  0.077055 -0.024861 -0.069344  22.4653128600 -268.2104956863   -26.07023
CHIT 03APR02 2003.2498 52731 1212 3   91.8  -1080 -0.240976   2485326  0.165395   -26 -0.071971  0.0000 0.000965 0.000862 0.003948  0.068266 -0.017803 -0.114799  22.4653128480 -268.2104957363   -26.07197
CHIT 03APR03 2003.2526 52732 1212 4   91.8  -1080 -0.236036   2485326  0.166717   -26 -0.070590  0.0000 0.000965 0.000871 0.004089  0.085283 -0.047083 -0.143747  22.4653128599 -268.2104956883   -26.07059
CHIT 03APR04 2003.2553 52733 1212 5   91.8  -1080 -0.235515   2485326  0.164254   -26 -0.062724  0.0000 0.001029 0.000916 0.004343  0.102884 -0.105852 -0.106097  22.4653128377 -268.2104956832   -26.06272
CHIT 03APR05 2003.2580 52734 1212 6   91.8  -1080 -0.237184   2485326  0.167492   -26 -0.065567  0.0000 0.001000 0.000862 0.004159  0.080426 -0.122158 -0.151245  22.4653128669 -268.2104956994   -26.06557
CHIT 03APR06 2003.2608 52735 1213 0   91.8  -1080 -0.238043   2485326  0.168038   -26 -0.065852  0.0000 0.000994 0.000897 0.004077  0.110246 -0.114261 -0.101201  22.4653128719 -268.2104957078   -26.06585
CHIT 03APR07 2003.2635 52736 1213 1   91.8  -1080 -0.235121   2485326  0.166994   -26 -0.064673  0.0000 0.001024 0.000873 0.004180  0.114887 -0.115931 -0.113057  22.4653128624 -268.2104956794   -26.06467
CHIT 03APR08 2003.2663 52737 1213 2   91.8  -1080 -0.234418   2485326  0.168792   -26 -0.071056  0.0000 0.000969 0.000869 0.004106  0.082781 -0.009735 -0.153160  22.4653128787 -268.2104956726   -26.07106
CHIT 03APR09 2003.2690 52738 1213 3   91.8  -1080 -0.234307   2485326  0.166546   -26 -0.056525  0.0000 0.000995 0.000869 0.004136  0.051344 -0.041522 -0.133511  22.4653128584 -268.2104956715   -26.05653
CHIT 03APR10 2003.2717 52739 1213 4   91.8  -1080 -0.236337   2485326  0.167295   -26 -0.060177  0.0000 0.000946 0.000837 0.003771  0.079898 -0.045283 -0.134869  22.4653128652 -268.2104956912   -26.06018
CHIT 03APR11 2003.2745 52740 1213 5   91.8  -1080 -0.234100   2485326  0.167880   -26 -0.067676  0.0000 0.000963 0.000829 0.003840  0.059725 -0.002720 -0.159260  22.4653128704 -268.2104956695   -26.06768
CHIT 03APR12 2003.2772 52741 1213 6   91.8  -1080 -0.231840   2485326  0.168116   -26 -0.069229  0.0000 0.001007 0.000884 0.004118  0.088178 -0.103830 -0.003884  22.4653128726 -268.2104956475   -26.06923
CHIT 03APR13 2003.2799 52742 1214 0   91.8  -1080 -0.235844   2485326  0.166150   -26 -0.060699  0.0000 0.000995 0.000846 0.003950  0.124544 -0.021073 -0.142547  22.4653128548 -268.2104956864   -26.06070
CHIT 03APR14 2003.2827 52743 1214 1   91.8  -1080 -0.233278   2485326  0.168070   -26 -0.060582  0.0000 0.001042 0.000903 0.004386  0.083174 -0.116908 -0.193664  22.4653128722 -268.2104956615   -26.06058
CHIT 03APR15 2003.2854 52744 1214 2   91.8  -1080 -0.232655   2485326  0.169190   -26 -0.065163  0.0000 0.001002 0.000856 0.004136  0.092262 -0.096956 -0.134398  22.4653128823 -268.2104956554   -26.06516
CHIT 03APR16 2003.2882 52745 1214 3   91.8  -1080 -0.232982   2485326  0.170140   -26 -0.065244  0.0000 0.001047 0.000856 0.004143  0.137289 -0.067417 -0.148807  22.4653128909 -268.2104956586   -26.06524
CHIT 03APR17 2003.2909 52746 1214 4   91.8  -1080 -0.237406   2485326  0.170850   -26 -0.069048  0.0000 0.001034 0.000856 0.004068  0.078839 -0.055017 -0.059143  22.4653128973 -268.2104957016   -26.06905
CHIT 03APR18 2003.2936 52747 1214 5   91.8  -1080 -0.235057   2485326  0.170216   -26 -0.058857  0.0000 0.001021 0.000864 0.004121  0.100456 -0.042100 -0.141729  22.4653128915 -268.2104956788   -26.05886
CHIT 03DEC04 2003.9233 52977 1247 4   91.8  -1080 -0.209857   2485326  0.187507   -26 -0.079532  0.0000 0.001062 0.000949 0.004511  0.081623 -0.060921 -0.171279  22.4653130477 -268.2104954339   -26.07953
CHIT 03DEC05 2003.9261 52978 1247 5   91.8  -1080 -0.209743   2485326  0.187716   -26 -0.083982  0.0000 0.000979 0.000844 0.003964  0.085026 -0.058626 -0.141991  22.4653130496 -268.2104954328   -26.08398
CHIT 03DEC06 2003.9288 52979 1247 6   91.8  -1080 -0.208513   2485326  0.191354   -26 -0.080318  0.0000 0.000980 0.000820 0.003788  0.133639 -0.075243 -0.155823  22.4653130824 -268.2104954209   -26.08032
CHIT 03DEC07 2003.9316 52980 1248 0   91.8  -1080 -0.210247   2485326  0.189311   -26 -0.078014  0.0000 0.000955 0.000828 0.003888  0.088009 -0.007071 -0.179513  22.4653130640 -268.2104954377   -26.07801
CHIT 03DEC08 2003.9343 52981 1248 1   91.8  -1080 -0.209340   2485326  0.191207   -26 -0.079566  0.0000 0.000968 0.000835 0.003903  0.091177 -0.064545 -0.180174  22.4653130811 -268.2104954289   -26.07957
CHIT 03DEC09 2003.9370 52982 1248 2   91.8  -1080 -0.206690   2485326  0.189097   -26 -0.075911  0.0000 0.000936 0.000821 0.003802  0.092654 -0.044741 -0.158231  22.4653130620 -268.2104954032   -26.07591
CHIT 03DEC10 2003.9398 52983 1248 3   91.8  -1080 -0.208386   2485326  0.189093   -26 -0.079176  0.0000 0.000980 0.000825 0.003906  0.118518 -0.077268 -0.189878  22.4653130620 -268.2104954197   -26.07918
CHIT 03DEC11 2003.9425 52984 1248 4   91.8  -1080 -0.208655   2485326  0.191783   -26 -0.079344  0.0000 0.000934 0.000803 0.003757  0.067101 -0.013555 -0.164127  22.4653130863 -268.2104954223   -26.07934
CHIT 03DEC12 2003.9452 52985 1248 5   91.8  -1080 -0.206914   2485326  0.190266   -26 -0.084045  0.0000 0.000975 0.000822 0.003898  0.114121 -0.027819 -0.160999  22.4653130726 -268.2104954054   -26.08404
CHIT 03DEC13 2003.9480 52986 1248 6   91.8  -1080 -0.208583   2485326  0.189993   -26 -0.078686  0.0000 0.000935 0.000795 0.003709  0.070806 -0.052382 -0.139947  22.4653130701 -268.2104954216   -26.07869
CHIT 03DEC14 2003.9507 52987 1249 0   91.8  -1080 -0.208017   2485326  0.188859   -26 -0.077517  0.0000 0.000927 0.000807 0.003714  0.074962 -0.023589 -0.167316  22.4653130599 -268.2104954161   -26.07752
CHIT 03DEC15 2003.9535 52988 1249 1   91.8  -1080 -0.208002   2485326  0.190831   -26 -0.075009  0.0000 0.000972 0.000820 0.003863  0.108548 -0.053188 -0.184975  22.4653130777 -268.2104954159   -26.07501
CHIT 03DEC16 2003.9562 52989 1249 2   91.8  -1080 -0.205382   2485326  0.189664   -26 -0.072760  0.0000 0.001024 0.000853 0.003990  0.126633 -0.064629 -0.149538  22.4653130672 -268.2104953905   -26.07276
CHIT 03DEC17 2003.9589 52990 1249 3   91.8  -1080 -0.209846   2485326  0.187333   -26 -0.066194  0.0000 0.001018 0.000847 0.003988  0.121509 -0.063759 -0.161621  22.4653130461 -268.2104954338   -26.06619
CHIT 03DEC18 2003.9617 52991 1249 4   91.8  -1080 -0.206887   2485326  0.188315   -26 -0.066328  0.0000 0.001005 0.000848 0.003960  0.140252 -0.033855 -0.177214  22.4653130550 -268.2104954051   -26.06633
CHIT 03DEC19 2003.9644 52992 1249 5   91.8  -1080 -0.206565   2485326  0.190880   -26 -0.086504  0.0000 0.001103 0.000966 0.004641  0.136670 -0.112503 -0.110019  22.4653130781 -268.2104954020   -26.08650
CHIT 03DEC20 2003.9671 52993 1249 6   91.8  -1080 -0.207121   2485326  0.190162   -26 -0.093765  0.0000 0.001018 0.000848 0.004087  0.152096 -0.130963 -0.161448  22.4653130717 -268.2104954074   -26.09377
CHIT 03DEC21 2003.9699 52994 1250 0   91.8  -1080 -0.208476   2485326  0.189667   -26 -0.089441  0.0000 0.000980 0.000849 0.003958  0.137665 -0.011612 -0.175983  22.4653130672 -268.2104954205   -26.08944
CHIT 03DEC22 2003.9726 52995 1250 1   91.8  -1080 -0.208162   2485326  0.188353   -26 -0.071529  0.0000 0.000984 0.000830 0.004025  0.100378 -0.090776 -0.195559  22.4653130553 -268.2104954175   -26.07153
CHIT 03DEC23 2003.9754 52996 1250 2   91.8  -1080 -0.207587   2485326  0.190655   -26 -0.079546  0.0000 0.000986 0.000840 0.004127  0.075516  0.002491 -0.231514  22.4653130761 -268.2104954119   -26.07955
CHIT 03DEC24 2003.9781 52997 1250 3   91.8  -1080 -0.209310   2485326  0.190353   -26 -0.083942  0.0000 0.000963 0.000825 0.003836  0.123491 -0.040240 -0.165175  22.4653130734 -268.2104954286   -26.08394
CHIT 03DEC25 2003.9808 52998 1250 4   91.8  -1080 -0.208638   2485326  0.190061   -26 -0.076885  0.0000 0.000967 0.000843 0.003901  0.121506 -0.071131 -0.116442  22.4653130707 -268.2104954221   -26.07688
CHIT 03DEC26 2003.9836 52999 1250 5   91.8  -1080 -0.207415   2485326  0.192768   -26 -0.075722  0.0000 0.000988 0.000824 0.004043  0.095815 -0.126294 -0.185032  22.4653130952 -268.2104954102   -26.07572
CHIT 03DEC27 2003.9863 53000 1250 6   91.8  -1080 -0.207077   2485326  0.190457   -26 -0.076730  0.0000 0.000989 0.000830 0.003996  0.119329 -0.088587 -0.190125  22.4653130743 -268.2104954069   -26.07673
CHIT 03DEC28 2003.9890 53001 1251 0   91.8  -1080 -0.208736   2485326  0.189768   -26 -0.083211  0.0000 0.001001 0.000831 0.004071  0.061860 -0.094070 -0.174393  22.4653130681 -268.2104954231   -26.08321
CHIT 03DEC29 2003.9918 53002 1251 1   91.8  -1080 -0.206587   2485326  0.190327   -26 -0.080734  0.0000 0.000956 0.000826 0.003867  0.115043 -0.094984 -0.171470  22.4653130731 -268.2104954022   -26.08073
CHIT 03DEC30 2003.9945 53003 1251 2   91.8  -1080 -0.206418   2485326  0.189639   -26 -0.078444  0.0000 0.000950 0.000840 0.003924  0.069445 -0.034530 -0.162014  22.4653130669 -268.2104954005   -26.07844
CHIT 03DEC31 2003.9973 53004 1251 3   91.8  -1080 -0.205973   2485326  0.188806   -26 -0.074698  0.0000 0.000966 0.000838 0.004007  0.076766 -0.122542 -0.175759  22.4653130594 -268.2104953962   -26.07470
CHIT 04JAN01 2004.0000 53005 1251 4   91.8  -1080 -0.206007   2485326  0.189160   -26 -0.077652  0.0000 0.001028 0.000903 0.004259  0.113212 -0.071454 -0.201072  22.4653130626 -268.2104953965   -26.07765
CHIT 04APR21 2004.3039 53116 1267 3   91.8  -1080 -0.192308   2485326  0.200400   -26 -0.078160  0.0000 0.000993 0.000864 0.004122  0.073621 -0.084306 -0.158031  22.4653131641 -268.2104952635   -26.07816
CHIT 04APR22 2004.3066 53117 1267 4   91.8  -1080 -0.192533   2485326  0.203479   -26 -0.073989  0.0000 0.000976 0.000854 0.004053  0.069923 -0.002402 -0.130309  22.4653131919 -268.2104952656   -26.07399
CHIT 04APR23 2004.3094 53118 1267 5   91.8  -1080 -0.194668   2485326  0.201214   -26 -0.063813  0.0000 0.001111 0.000974 0.004976  0.063265 -0.044221 -0.159524  22.4653131715 -268.2104952864   -26.06381
CHIT 04MAY15 2004.3696 53140 1270 6   91.8  -1080 -0.195237   2485326  0.204294   -26 -0.058878  0.0000 0.001029 0.000891 0.004394  0.063434 -0.084051 -0.162808  22.4653131993 -268.2104952919   -26.05888
CHIT 04MAY16 2004.3723 53141 1271 0   91.8  -1080 -0.192429   2485326  0.202927   -26 -0.067926  0.0000 0.001011 0.000906 0.004428  0.044544 -0.154947 -0.100015  22.4653131869 -268.2104952646   -26.06793
CHIT 04MAY17 2004.3751 53142 1271 1   91.8  -1080 -0.193829   2485326  0.205205   -26 -0.071139  0.0000 0.000994 0.000868 0.004235  0.062751 -0.097277 -0.172206  22.4653132075 -268.2104952782   -26.07114
CHIT 04MAY18 2004.3778 53143 1271 2   91.8  -1080 -0.193708   2485326  0.202415   -26 -0.069729  0.0000 0.000928 0.000836 0.003902  0.037033 -0.028387 -0.165855  22.4653131823 -268.2104952770   -26.06973
CHIT 04MAY19 2004.3806 53144 1271 3   91.8  -1080 -0.194782   2485326  0.205258   -26 -0.065216  0.0000 0.001030 0.000890 0.004248  0.109702 -0.067272 -0.113927  22.4653132080 -268.2104952875   -26.06522
CHIT 04MAY20 2004.3833 53145 1271 4   91.8  -1080 -0.191152   2485326  0.204163   -26 -0.072851  0.0000 0.001044 0.000919 0.004567  0.107956 -0.146708 -0.165762  22.4653131981 -268.2104952522   -26.07285
CHIT 04MAY21 2004.3860 53146 1271 5   91.8  -1080 -0.190840   2485326  0.202796   -26 -0.049382  0.0000 0.001072 0.000957 0.004859  0.112468 -0.017948 -0.245885  22.4653131857 -268.2104952492   -26.04938
CHIT 04MAY22 2004.3888 53147 1271 6   91.8  -1080 -0.191207   2485326  0.202565   -26 -0.064989  0.0000 0.000954 0.000841 0.003932  0.056127 -0.015127 -0.148551  22.4653131837 -268.2104952528   -26.06499
CHIT 04MAY23 2004.3915 53148 1272 0   91.8  -1080 -0.190748   2485326  0.202611   -26 -0.061765  0.0000 0.000965 0.000885 0.003995  0.069107 -0.044686 -0.106899  22.4653131841 -268.2104952483   -26.06177
CHIT 04MAY24 2004.3943 53149 1272 1   91.8  -1080 -0.192336   2485326  0.204117   -26 -0.070244  0.0000 0.001023 0.000880 0.004188  0.128870 -0.110297 -0.154976  22.4653131977 -268.2104952637   -26.07024
CHIT 04MAY25 2004.3970 53150 1272 2   91.8  -1080 -0.190192   2485326  0.204945   -26 -0.065189  0.0000 0.000957 0.000861 0.003974  0.044975 -0.023740 -0.130594  22.4653132052 -268.2104952429   -26.06519
CHIT 04MAY26 2004.3997 53151 1272 3   91.8  -1080 -0.190484   2485326  0.207629   -26 -0.076539  0.0000 0.000966 0.000855 0.003997  0.095057 -0.070857 -0.137047  22.4653132294 -268.2104952457   -26.07654
CHIT 04MAY27 2004.4025 53152 1272 4   91.8  -1080 -0.189650   2485326  0.206507   -26 -0.079152  0.0000 0.001026 0.000881 0.004208  0.092023 -0.071228 -0.181502  22.4653132193 -268.2104952376   -26.07915
CHIT 04MAY28 2004.4052 53153 1272 5   91.8  -1080 -0.194840   2485326  0.205787   -26 -0.080407  0.0000 0.001064 0.000921 0.004453  0.046674  0.031499 -0.120881  22.4653132128 -268.2104952880   -26.08041
CHIT 04MAY29 2004.4079 53154 1272 6   91.8  -1080 -0.190062   2485326  0.203895   -26 -0.068206  0.0000 0.001030 0.000877 0.004404  0.080459 -0.063023 -0.231420  22.4653131957 -268.2104952416   -26.06821
CHIT 04MAY30 2004.4107 53155 1273 0   91.8  -1080 -0.190563   2485326  0.205536   -26 -0.071059  0.0000 0.000962 0.000851 0.004055  0.067297  0.001971 -0.156195  22.4653132105 -268.2104952465   -26.07106
CHIT 04MAY31 2004.4134 53156 1273 1   91.8  -1080 -0.192500   2485326  0.206049   -26 -0.077420  0.0000 0.000966 0.000847 0.003978  0.049022  0.017838 -0.179790  22.4653132151 -268.2104952653   -26.07742
CHIT 04JUN01 2004.4162 53157 1273 2   91.8  -1080 -0.191255   2485326  0.205294   -26 -0.068534  0.0000 0.000979 0.000877 0.004191  0.090421 -0.092093 -0.128423  22.4653132083 -268.2104952532   -26.06853
CHIT 04JUN02 2004.4189 53158 1273 3   91.8  -1080 -0.192062   2485326  0.205730   -26 -0.070618  0.0000 0.000965 0.000843 0.004056  0.062004 -0.017400 -0.217932  22.4653132122 -268.2104952611   -26.07062
CHIT 04JUN03 2004.4216 53159 1273 4   91.8  -1080 -0.190043   2485326  0.205768   -26 -0.065713  0.0000 0.001058 0.000944 0.004713  0.002979  0.018173 -0.212222  22.4653132126 -268.2104952414   -26.06571
CHIT 04JUN04 2004.4244 53160 1273 5   91.8  -1080 -0.190662   2485326  0.205617   -26 -0.068228  0.0000 0.000980 0.000836 0.003938  0.049724 -0.017222 -0.180102  22.4653132112 -268.2104952475   -26.06823
CHIT 04JUN05 2004.4271 53161 1273 6   91.8  -1080 -0.191850   2485326  0.205520   -26 -0.076079  0.0000 0.000986 0.000839 0.003981  0.048954 -0.034735 -0.137828  22.4653132103 -268.2104952590   -26.07608
CHIT 04JUN06 2004.4298 53162 1274 0   91.8  -1080 -0.190053   2485326  0.207756   -26 -0.082834  0.0000 0.001004 0.000886 0.004246  0.063423 -0.011296 -0.172492  22.4653132305 -268.2104952415   -26.08283
CHIT 04JUN07 2004.4326 53163 1274 1   91.8  -1080 -0.190417   2485326  0.207606   -26 -0.080007  0.0000 0.001001 0.000865 0.004088  0.063858 -0.027590 -0.152567  22.4653132292 -268.2104952451   -26.08001
CHIT 04JUN08 2004.4353 53164 1274 2   91.8  -1080 -0.190996   2485326  0.208441   -26 -0.071172  0.0000 0.001010 0.000858 0.004227  0.060957 -0.098432 -0.172599  22.4653132367 -268.2104952507   -26.07117
